,road_code,start_code,end_code,section,direction,is_holiday,is_dayoff,is_dayoff_yesterday,is_dayoff_tomorrow,year,month,day,hour,search_1h,search_unspec_1d,KP,start_KP,end_KP,limit_speed,OCC,allCars,speed,start_pref_code,end_pref_code,start_lat,end_lat,start_lng,end_lng,start_degree,end_degree
0,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,0,15.0,3448.0,3.9,0.0,9.4,100,2.083333333333333,510,80.71232876712328,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
1,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,1,6.0,3448.0,3.9,0.0,9.4,100,1.5,433,81.73041474654377,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
2,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,2,3.0,3448.0,3.9,0.0,9.4,100,1.3333333333333333,366,81.28882833787466,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
3,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,3,26.0,3448.0,3.9,0.0,9.4,100,1.5,426,82.95316159250585,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
4,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,4,31.0,3448.0,3.9,0.0,9.4,100,1.8333333333333333,498,82.4308617234469,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
5,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,5,31.0,3448.0,3.9,0.0,9.4,100,3.9166666666666665,1283,86.40809968847353,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
6,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,6,40.0,3448.0,3.9,0.0,9.4,100,10.583333333333334,3343,72.97577751196172,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
7,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,7,31.0,3448.0,3.9,0.0,9.4,100,11.166666666666666,3577,69.8775852431526,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
8,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,8,21.0,3448.0,3.9,0.0,9.4,100,9.583333333333334,3290,75.91826192646612,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
9,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,9,27.0,3448.0,3.9,0.0,9.4,100,8.75,2966,78.3613077182339,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
10,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,10,25.0,3448.0,3.9,0.0,9.4,100,11.916666666666666,2933,63.260736196319016,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
11,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,11,23.0,3448.0,3.9,0.0,9.4,100,8.666666666666666,2738,75.25447243519532,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
12,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,12,2.0,3448.0,3.9,0.0,9.4,100,7.75,2517,79.33756949960286,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
13,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,13,2.0,3448.0,3.9,0.0,9.4,100,6.25,2197,80.77797998180164,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
14,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,14,3.0,3448.0,3.9,0.0,9.4,100,6.25,2151,80.6496282527881,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
15,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,15,5.0,3448.0,3.9,0.0,9.4,100,6.333333333333333,2216,81.9170049616599,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
16,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,16,3.0,3448.0,3.9,0.0,9.4,100,6.333333333333333,2330,80.85371085371085,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
17,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,17,5.0,3448.0,3.9,0.0,9.4,100,6.583333333333333,2442,81.39869013507982,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
18,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,18,3.0,3448.0,3.9,0.0,9.4,100,6.333333333333333,2355,79.75042444821732,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
19,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,19,7.0,3448.0,3.9,0.0,9.4,100,5.5,1987,80.63682092555332,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
20,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,20,17.0,3448.0,3.9,0.0,9.4,100,4.083333333333333,1336,83.91623036649214,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
21,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,21,1.0,3448.0,3.9,0.0,9.4,100,3.333333333333333,1076,83.55988857938719,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
22,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,22,16.0,3448.0,3.9,0.0,9.4,100,2.583333333333333,795,82.72110552763819,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
23,1800,1110210,1800006,1110210_1800006,下り,0,0,0,0,2021,4,8,23,6.0,3448.0,3.9,0.0,9.4,100,2.4166666666666665,649,81.88461538461539,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
24,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,0,18.0,2992.0,3.9,0.0,9.4,100,2.0,497,82.05220883534136,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
25,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,1,37.0,2992.0,3.9,0.0,9.4,100,1.75,446,82.89261744966443,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
26,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,2,17.0,2992.0,3.9,0.0,9.4,100,1.4166666666666667,389,82.87435897435897,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
27,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,3,86.0,2992.0,3.9,0.0,9.4,100,1.75,470,82.59660297239915,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
28,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,4,50.0,2992.0,3.9,0.0,9.4,100,2.083333333333333,552,83.95298372513562,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
29,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,5,73.0,2992.0,3.9,0.0,9.4,100,4.25,1409,85.78156028368794,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
30,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,6,58.0,2992.0,3.9,0.0,9.4,100,10.166666666666666,3419,75.74941520467836,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
31,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,7,58.0,2992.0,3.9,0.0,9.4,100,11.416666666666666,3653,69.48467432950191,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
32,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,8,41.0,2992.0,3.9,0.0,9.4,100,8.916666666666666,3186,78.23721368057734,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
33,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,9,51.0,2992.0,3.9,0.0,9.4,100,10.166666666666666,3281,74.42748324192566,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
34,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,10,46.0,2992.0,3.9,0.0,9.4,100,9.583333333333334,3071,77.68619791666667,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
35,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,11,27.0,2992.0,3.9,0.0,9.4,100,9.25,2956,76.89617855935069,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
36,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,12,11.0,2992.0,3.9,0.0,9.4,100,8.166666666666666,2715,79.36266568483063,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
37,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,13,6.0,2992.0,3.9,0.0,9.4,100,6.5,2269,81.67092511013216,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
38,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,14,8.0,2992.0,3.9,0.0,9.4,100,6.833333333333333,2367,80.55827702702703,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
39,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,15,17.0,2992.0,3.9,0.0,9.4,100,7.166666666666667,2544,80.00510805500983,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
40,1800,1110210,1800006,1110210_1800006,下り,0,0,0,1,2021,4,9,16,19.0,2992.0,3.9,0.0,9.4,100,7.5,2680,80.35098843715032,13,11,35.75582,35.80615,139.6015138888889,139.5355111111111,4.0,2.0
